,Satiety Index,Insulin Index,Food_x,Group,Closest_Match,Food_y,serving_size,calories,total_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
27,0.555435619,0.645797374,veal,animal,bratwurst cooked veal,bratwurst cooked veal,100 g,341.0,32g,79mg,60.00 mg,0,9.00 mcg,0.00 mcg,5.430 mg,0.958 mg,0.192 mg,0.054 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,0.98 mcg,0.307 mg,0.0 mg,0,0,0,0,11.00 mg,0.081 mg,0.74 mg,16.00 mg,0.049 mg,150.00 mg,231.00 mg,19.2 mcg,2.05 mg,13.99 g,0.832 g,0.823 g,1.207 g,0.158 g,2.213 g,0.719 g,0.508 g,0,0.689 g,1.113 g,1.153 g,0.327 g,0.564 g,0.584 g,0.524 g,0.611 g,0.142 g,0.446 g,0.773 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,31.70 g,14.940 g,13.000 g,1.614 g,79.00 mg,0.0 g,0.80 g,0.00 mg,0.00 mg,53.51 g
28,0.50237103,0.480545437,veal loin,animal,bratwurst cooked veal,bratwurst cooked veal,100 g,341.0,32g,79mg,60.00 mg,0,9.00 mcg,0.00 mcg,5.430 mg,0.958 mg,0.192 mg,0.054 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,0.98 mcg,0.307 mg,0.0 mg,0,0,0,0,11.00 mg,0.081 mg,0.74 mg,16.00 mg,0.049 mg,150.00 mg,231.00 mg,19.2 mcg,2.05 mg,13.99 g,0.832 g,0.823 g,1.207 g,0.158 g,2.213 g,0.719 g,0.508 g,0,0.689 g,1.113 g,1.153 g,0.327 g,0.564 g,0.584 g,0.524 g,0.611 g,0.142 g,0.446 g,0.773 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,31.70 g,14.940 g,13.000 g,1.614 g,79.00 mg,0.0 g,0.80 g,0.00 mg,0.00 mg,53.51 g
29,0.461983725,0.217553098,beef brain,animal,beef panfried cooked brain variety meat byproduct,beef panfried cooked brain variety meat byproduct,100 g,196.0,16g,1995mg,158.00 mg,0,6.00 mcg,0.00 mcg,3.780 mg,0.570 mg,0.260 mg,0.130 mg,0.00 IU,0.00 mcg,0,0,0,0,0.0,15.20 mcg,0.390 mg,3.3 mg,0,0,0,0,9.00 mg,0.220 mg,2.22 mg,15.00 mg,0.032 mg,386.00 mg,354.00 mg,26.0 mcg,1.35 mg,12.57 g,0.696 g,0.686 g,1.126 g,0.223 g,1.534 g,0.593 g,0.320 g,0,0.487 g,0.943 g,0.752 g,0.261 g,0.635 g,0.521 g,0.728 g,0.597 g,0.103 g,0.446 g,0.617 g,0.00 g,0.0 g,0,0,0,0,0,0,0,15.83 g,3.740 g,3.980 g,2.310 g,1995.00 mg,0,1.58 g,0,0,70.75 g
30,0.50237103,0.519443121,beef heart,animal,beef simmered cooked heart variety meat byproduct,beef simmered cooked heart variety meat byproduct,100 g,165.0,4.7g,212mg,59.00 mg,228.8 mg,5.00 mcg,0.00 mcg,6.680 mg,1.600 mg,1.210 mg,0.101 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,10.80 mcg,0.245 mg,0.0 mg,3.00 IU,0.29 mg,0.29 mg,0.5 mcg,5.00 mg,0.559 mg,6.38 mg,21.00 mg,0.033 mg,254.00 mg,219.00 mg,38.9 mcg,2.87 mg,28.48 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15 g,0.0 g,0.00 g,0,0,0,0,0,0,4.73 g,1.404 g,1.011 g,0.985 g,212.00 mg,0.0 g,0.97 g,0.00 mg,0.00 mg,65.67 g
31,0.50237103,0.518291799,beef kidney,animal,braunschweiger liver sausage pork,braunschweiger liver sausage pork,100 g,327.0,29g,180mg,977.00 mg,255.9 mg,44.00 mcg,0.00 mcg,8.368 mg,3.380 mg,1.525 mg,0.249 mg,14051.00 IU,4220.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,20.09 mcg,0.330 mg,0.0 mg,48.00 IU,0.35 mg,0.35 mg,1.6 mcg,9.00 mg,0.240 mg,11.20 mg,11.00 mg,0.155 mg,168.00 mg,199.00 mg,58.0 mcg,2.81 mg,14.50 g,0.762 g,0.767 g,1.125 g,0.248 g,1.631 g,0.886 g,0.320 g,0,0.484 g,1.032 g,0.909 g,0.311 g,0.553 g,0.767 g,0.588 g,0.534 g,0.145 g,0.430 g,0.616 g,3.10 g,0.0 g,0.00 g,0,0,0,0,0,0,28.50 g,9.307 g,12.731 g,3.193 g,180.00 mg,0.0 g,3.30 g,0.00 mg,0.00 mg,50.60 g
32,0.50237103,0.594734193,beef liver,animal,liver sausage pork liverwurst,liver sausage pork liverwurst,100 g,326.0,29g,158mg,860.00 mg,0,30.00 mcg,0.00 mcg,4.300 mg,2.950 mg,1.030 mg,0.272 mg,27667.00 IU,8308.00 mcg,0,0,0,0,0.0,13.46 mcg,0.190 mg,0.0 mg,0,0,0,0,26.00 mg,0.240 mg,6.40 mg,12.00 mg,0.155 mg,230.00 mg,170.00 mg,58.0 mcg,2.30 mg,14.10 g,0.830 g,0.812 g,1.164 g,0.149 g,2.195 g,1.096 g,0.448 g,0,0.653 g,1.139 g,1.155 g,0.285 g,0.617 g,0.850 g,0.694 g,0.671 g,0.151 g,0.362 g,0.857 g,2.20 g,0.0 g,0,0,0,0,0,0,0,28.50 g,10.600 g,13.340 g,2.600 g,158.00 mg,0,3.10 g,0,0,52.10 g
33,0.50237103,0.549629324,beef tripe,animal,chorizo pork beef,chorizo pork beef,100 g,455.0,38g,88mg,1235.00 mg,96.7 mg,2.00 mcg,0.00 mcg,5.131 mg,1.120 mg,0.300 mg,0.630 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,2.00 mcg,0.530 mg,0.0 mg,61.00 IU,0.22 mg,0.22 mg,1.6 mcg,8.00 mg,0.080 mg,1.59 mg,18.00 mg,0.040 mg,150.00 mg,398.00 mg,21.1 mcg,3.41 mg,24.10 g,1.560 g,1.693 g,2.185 g,0.276 g,3.566 g,1.730 g,0.721 g,0,2.206 g,1.708 g,2.414 g,0.470 g,1.149 g,1.252 g,0.993 g,1.473 g,0.278 g,0.748 g,0.914 g,1.86 g,0.0 g,0.00 g,0,0,0,0,0,0,38.27 g,14.380 g,18.400 g,3.460 g,88.00 mg,0.0 g,3.92 g,0.00 mg,0.00 mg,31.85 g
34,0.50237103,0.495584015,chicken liver,animal,pate canned chicken liver,pate canned chicken liver,100 g,201.0,13g,391mg,386.00 mg,228.8 mg,321.00 mcg,0.00 mcg,7.517 mg,2.620 mg,1.401 mg,0.052 mg,724.00 IU,217.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,8.07 mcg,0.260 mg,10.0 mg,0.00 IU,0.98 mg,0.98 mg,0.0 mcg,10.00 mg,0.180 mg,9.19 mg,13.00 mg,0.162 mg,175.00 mg,95.00 mg,46.1 mcg,2.14 mg,13.45 g,0.763 g,0.816 g,1.251 g,0.218 g,1.942 g,0.693 g,0.347 g,0,0.735 g,1.196 g,0.953 g,0.340 g,0.694 g,0.700 g,0.687 g,0.601 g,0.195 g,0.490 g,0.863 g,6.55 g,0.0 g,0.00 g,0,0,0,0,0,0,13.10 g,4.000 g,5.280 g,2.460 g,391.00 mg,0.0 g,1.26 g,0.00 mg,0.00 mg,65.64 g
35,0.50237103,0.20192413,headcheese,animal,cheese neufchatel,cheese neufchatel,100 g,253.0,23g,74mg,334.00 mg,0,14.00 mcg,0.00 mcg,0.210 mg,0.575 mg,0.155 mg,0.022 mg,841.00 IU,241.00 mcg,0.00 mcg,27.00 mcg,0.00 mcg,0,0.0,0.30 mcg,0.041 mg,0.0 mg,0,0.40 mg,0.40 mg,1.7 mcg,117.00 mg,0.027 mg,0.13 mg,10.00 mg,0.011 mg,138.00 mg,152.00 mg,3.0 mcg,0.82 mg,9.15 g,0.283 g,0.363 g,0.794 g,0.064 g,2.013 g,0.218 g,0.270 g,0.000 g,0.501 g,1.013 g,0.875 g,0.294 g,0.448 g,1.027 g,0.577 g,0.359 g,0.106 g,0.468 g,0.609 g,3.59 g,0.0 g,3.19 g,0.00 g,0.00 g,0.00 g,3.19 g,0.00 g,0.00 g,22.78 g,12.790 g,5.784 g,0.970 g,74.00 mg,0,1.37 g,0,0,63.11 g
36,0.50237103,0.265637972,lamb brain,animal,lamb panfried cooked brain variety meat byproduct,lamb panfried cooked brain variety meat byproduct,100 g,273.0,22g,2504mg,157.00 mg,0,7.00 mcg,0.00 mcg,4.550 mg,1.560 mg,0.370 mg,0.170 mg,0.00 IU,0.00 mcg,0,0,0,0,0.0,24.10 mcg,0.230 mg,23.0 mg,0,0,0,0,21.00 mg,0.480 mg,2.04 mg,22.00 mg,0.067 mg,495.00 mg,358.00 mg,12.0 mcg,2.00 mg,16.97 g,0.962 g,1.144 g,1.416 g,0.177 g,2.012 g,0.804 g,0.450 g,0,0.675 g,1.326 g,1.088 g,0.338 g,0.818 g,0.731 g,0.883 g,0.760 g,0.175 g,0.621 g,0.808 g,0.00 g,0.0 g,0,0,0,0,0,0,0,22.19 g,5.670 g,4.020 g,2.280 g,2504.00 mg,0,1.82 g,0,0,60.71 g
37,0.50237103,0.477008087,lamb heart,animal,cereal readytoeat warm cinnamon kashi heart heart,cereal readytoeat warm cinnamon kashi heart heart,100 g,365.0,4.9g,0,251.00 mg,0,1212.00 mcg,0,1.200 mg,0,0.140 mg,0.380 mg,3788.00 IU,0,0,0,0,0,0.0,18.00 mcg,6.050 mg,91.0 mg,0,61.00 mg,61.00 mg,0,55.00 mg,0,3.09 mg,26.00 mg,0,97.00 mg,324.00 mg,0,0.89 mg,11.60 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.50 g,13.2 g,15.69 g,0,0,0,0,0,0,4.90 g,0.890 g,1.600 g,1.700 g,0.00 mg,0,2.50 g,0,0,2.50 g
38,0.50237103,0.523285151,lamb kidney,animal,braunschweiger liver sausage pork,braunschweiger liver sausage pork,100 g,327.0,29g,180mg,977.00 mg,255.9 mg,44.00 mcg,0.00 mcg,8.368 mg,3.380 mg,1.525 mg,0.249 mg,14051.00 IU,4220.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,20.09 mcg,0.330 mg,0.0 mg,48.00 IU,0.35 mg,0.35 mg,1.6 mcg,9.00 mg,0.240 mg,11.20 mg,11.00 mg,0.155 mg,168.00 mg,199.00 mg,58.0 mcg,2.81 mg,14.50 g,0.762 g,0.767 g,1.125 g,0.248 g,1.631 g,0.886 g,0.320 g,0,0.484 g,1.032 g,0.909 g,0.311 g,0.553 g,0.767 g,0.588 g,0.534 g,0.145 g,0.430 g,0.616 g,3.10 g,0.0 g,0.00 g,0,0,0,0,0,0,28.50 g,9.307 g,12.731 g,3.193 g,180.00 mg,0.0 g,3.30 g,0.00 mg,0.00 mg,50.60 g
39,0.50237103,0.483724115,lamb liver,animal,liver sausage pork liverwurst,liver sausage pork liverwurst,100 g,326.0,29g,158mg,860.00 mg,0,30.00 mcg,0.00 mcg,4.300 mg,2.950 mg,1.030 mg,0.272 mg,27667.00 IU,8308.00 mcg,0,0,0,0,0.0,13.46 mcg,0.190 mg,0.0 mg,0,0,0,0,26.00 mg,0.240 mg,6.40 mg,12.00 mg,0.155 mg,230.00 mg,170.00 mg,58.0 mcg,2.30 mg,14.10 g,0.830 g,0.812 g,1.164 g,0.149 g,2.195 g,1.096 g,0.448 g,0,0.653 g,1.139 g,1.155 g,0.285 g,0.617 g,0.850 g,0.694 g,0.671 g,0.151 g,0.362 g,0.857 g,2.20 g,0.0 g,0,0,0,0,0,0,0,28.50 g,10.600 g,13.340 g,2.600 g,158.00 mg,0,3.10 g,0,0,52.10 g
40,0.50237103,0.582815888,lamb lung,animal,lamb braised cooked lung variety meat byproduct,lamb braised cooked lung variety meat byproduct,100 g,113.0,3.1g,284mg,84.00 mg,0,8.00 mcg,0.00 mcg,2.428 mg,0,0.139 mg,0.034 mg,106.00 IU,32.00 mcg,0,0,0,0,0.0,2.52 mcg,0.060 mg,28.0 mg,0,0,0,0,12.00 mg,0.234 mg,4.57 mg,11.00 mg,0.016 mg,188.00 mg,127.00 mg,21.1 mcg,1.93 mg,19.88 g,1.253 g,1.196 g,1.569 g,0.312 g,2.137 g,1.677 g,0.500 g,0,0.628 g,1.591 g,1.286 g,0.359 g,0.819 g,1.269 g,0.793 g,0.731 g,0.204 g,0.560 g,1.095 g,0.00 g,0.0 g,0,0,0,0,0,0,0,3.10 g,1.060 g,0.800 g,0.430 g,284.00 mg,0,1.31 g,0,0,75.83 g
41,0.314911787,0.162045249,liver pate,animal,pate canned chicken liver,pate canned chicken liver,100 g,201.0,13g,391mg,386.00 mg,228.8 mg,321.00 mcg,0.00 mcg,7.517 mg,2.620 mg,1.401 mg,0.052 mg,724.00 IU,217.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,8.07 mcg,0.260 mg,10.0 mg,0.00 IU,0.98 mg,0.98 mg,0.0 mcg,10.00 mg,0.180 mg,9.19 mg,13.00 mg,0.162 mg,175.00 mg,95.00 mg,46.1 mcg,2.14 mg,13.45 g,0.763 g,0.816 g,1.251 g,0.218 g,1.942 g,0.693 g,0.347 g,0,0.735 g,1.196 g,0.953 g,0.340 g,0.694 g,0.700 g,0.687 g,0.601 g,0.195 g,0.490 g,0.863 g,6.55 g,0.0 g,0.00 g,0,0,0,0,0,0,13.10 g,4.000 g,5.280 g,2.460 g,391.00 mg,0.0 g,1.26 g,0.00 mg,0.00 mg,65.64 g
42,0.316640787,0.12522998,liver sausage,animal,liver sausage pork liverwurst,liver sausage pork liverwurst,100 g,326.0,29g,158mg,860.00 mg,0,30.00 mcg,0.00 mcg,4.300 mg,2.950 mg,1.030 mg,0.272 mg,27667.00 IU,8308.00 mcg,0,0,0,0,0.0,13.46 mcg,0.190 mg,0.0 mg,0,0,0,0,26.00 mg,0.240 mg,6.40 mg,12.00 mg,0.155 mg,230.00 mg,170.00 mg,58.0 mcg,2.30 mg,14.10 g,0.830 g,0.812 g,1.164 g,0.149 g,2.195 g,1.096 g,0.448 g,0,0.653 g,1.139 g,1.155 g,0.285 g,0.617 g,0.850 g,0.694 g,0.671 g,0.151 g,0.362 g,0.857 g,2.20 g,0.0 g,0,0,0,0,0,0,0,28.50 g,10.600 g,13.340 g,2.600 g,158.00 mg,0,3.10 g,0,0,52.10 g
43,0.309395148,0.163829403,liverwurst,animal,liver sausage pork liverwurst,liver sausage pork liverwurst,100 g,326.0,29g,158mg,860.00 mg,0,30.00 mcg,0.00 mcg,4.300 mg,2.950 mg,1.030 mg,0.272 mg,27667.00 IU,8308.00 mcg,0,0,0,0,0.0,13.46 mcg,0.190 mg,0.0 mg,0,0,0,0,26.00 mg,0.240 mg,6.40 mg,12.00 mg,0.155 mg,230.00 mg,170.00 mg,58.0 mcg,2.30 mg,14.10 g,0.830 g,0.812 g,1.164 g,0.149 g,2.195 g,1.096 g,0.448 g,0,0.653 g,1.139 g,1.155 g,0.285 g,0.617 g,0.850 g,0.694 g,0.671 g,0.151 g,0.362 g,0.857 g,2.20 g,0.0 g,0,0,0,0,0,0,0,28.50 g,10.600 g,13.340 g,2.600 g,158.00 mg,0,3.10 g,0,0,52.10 g
44,0.50237103,0.591670672,pork liver,animal,braunschweiger liver sausage pork,braunschweiger liver sausage pork,100 g,327.0,29g,180mg,977.00 mg,255.9 mg,44.00 mcg,0.00 mcg,8.368 mg,3.380 mg,1.525 mg,0.249 mg,14051.00 IU,4220.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,20.09 mcg,0.330 mg,0.0 mg,48.00 IU,0.35 mg,0.35 mg,1.6 mcg,9.00 mg,0.240 mg,11.20 mg,11.00 mg,0.155 mg,168.00 mg,199.00 mg,58.0 mcg,2.81 mg,14.50 g,0.762 g,0.767 g,1.125 g,0.248 g,1.631 g,0.886 g,0.320 g,0,0.484 g,1.032 g,0.909 g,0.311 g,0.553 g,0.767 g,0.588 g,0.534 g,0.145 g,0.430 g,0.616 g,3.10 g,0.0 g,0.00 g,0,0,0,0,0,0,28.50 g,9.307 g,12.731 g,3.193 g,180.00 mg,0.0 g,3.30 g,0.00 mg,0.00 mg,50.60 g
45,0.290167215,0.117101426,sweetbread,animal,bread salvadoran sweet cheese quesadilla salvadorena,bread salvadoran sweet cheese quesadilla salvadorena,100 g,374.0,17g,59mg,510.00 mg,36.5 mg,33.00 mcg,21.00 mcg,1.200 mg,0.700 mg,0.080 mg,0.020 mg,584.00 IU,141.00 mcg,0.00 mcg,81.00 mcg,1.00 mcg,41.00 mcg,0.0,0.35 mcg,0.040 mg,0.0 mg,14.00 IU,0.96 mg,0.96 mg,11.2 mcg,73.00 mg,0.030 mg,0.98 mg,11.00 mg,0.240 mg,200.00 mg,350.00 mg,13.3 mcg,0.80 mg,7.12 g,0.360 g,0.250 g,0.590 g,0.060 g,1.330 g,0.200 g,0.150 g,0.000 g,0.300 g,0.650 g,0.500 g,0.280 g,0.370 g,0.830 g,0.450 g,0.210 g,0.070 g,0.230 g,0.430 g,47.84 g,0.7 g,24.90 g,0.00 g,0,0.00 g,0.59 g,0.23 g,24.10 g,17.12 g,4.612 g,6.794 g,4.428 g,59.00 mg,0.0 g,2.44 g,0.00 mg,0.00 mg,25.48 g
46,0.50237103,0.565997753,turkey gizzard,animal,pastrami turkey,pastrami turkey,100 g,139.0,6.2g,68mg,1123.00 mg,66.7 mg,5.00 mcg,0.00 mcg,3.527 mg,0.580 mg,0.250 mg,0.055 mg,12.00 IU,4.00 mcg,0.00 mcg,7.00 mcg,0.00 mcg,0.00 mcg,0.0,0.24 mcg,0.270 mg,8.1 mg,10.00 IU,0.22 mg,0.22 mg,0.0 mcg,11.00 mg,0.050 mg,4.20 mg,14.00 mg,0.013 mg,200.00 mg,345.00 mg,16.1 mcg,2.16 mg,16.30 g,1.166 g,1.290 g,1.761 g,0.206 g,2.920 g,1.103 g,0.549 g,0,0.918 g,1.421 g,1.662 g,0.512 g,0.715 g,0.850 g,0.806 g,0.798 g,0.203 g,0.694 g,0.952 g,3.34 g,0.1 g,3.34 g,0,0,0,0,0,0,6.21 g,1.395 g,1.930 g,1.420 g,68.00 mg,0.0 g,3.98 g,0.00 mg,0.00 mg,71.73 g
47,0.50237103,0.469866766,turkey heart,animal,cereal readytoeat warm cinnamon kashi heart heart,cereal readytoeat warm cinnamon kashi heart heart,100 g,365.0,4.9g,0,251.00 mg,0,1212.00 mcg,0,1.200 mg,0,0.140 mg,0.380 mg,3788.00 IU,0,0,0,0,0,0.0,18.00 mcg,6.050 mg,91.0 mg,0,61.00 mg,61.00 mg,0,55.00 mg,0,3.09 mg,26.00 mg,0,97.00 mg,324.00 mg,0,0.89 mg,11.60 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.50 g,13.2 g,15.69 g,0,0,0,0,0,0,4.90 g,0.890 g,1.600 g,1.700 g,0.00 mg,0,2.50 g,0,0,2.50 g
48,0.50237103,0.469420071,turkey liver,animal,pate canned chicken liver,pate canned chicken liver,100 g,201.0,13g,391mg,386.00 mg,228.8 mg,321.00 mcg,0.00 mcg,7.517 mg,2.620 mg,1.401 mg,0.052 mg,724.00 IU,217.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,8.07 mcg,0.260 mg,10.0 mg,0.00 IU,0.98 mg,0.98 mg,0.0 mcg,10.00 mg,0.180 mg,9.19 mg,13.00 mg,0.162 mg,175.00 mg,95.00 mg,46.1 mcg,2.14 mg,13.45 g,0.763 g,0.816 g,1.251 g,0.218 g,1.942 g,0.693 g,0.347 g,0,0.735 g,1.196 g,0.953 g,0.340 g,0.694 g,0.700 g,0.687 g,0.601 g,0.195 g,0.490 g,0.863 g,6.55 g,0.0 g,0.00 g,0,0,0,0,0,0,13.10 g,4.000 g,5.280 g,2.460 g,391.00 mg,0.0 g,1.26 g,0.00 mg,0.00 mg,65.64 g
49,0.50237103,0.554488354,veal liver,animal,liver sausage pork liverwurst,liver sausage pork liverwurst,100 g,326.0,29g,158mg,860.00 mg,0,30.00 mcg,0.00 mcg,4.300 mg,2.950 mg,1.030 mg,0.272 mg,27667.00 IU,8308.00 mcg,0,0,0,0,0.0,13.46 mcg,0.190 mg,0.0 mg,0,0,0,0,26.00 mg,0.240 mg,6.40 mg,12.00 mg,0.155 mg,230.00 mg,170.00 mg,58.0 mcg,2.30 mg,14.10 g,0.830 g,0.812 g,1.164 g,0.149 g,2.195 g,1.096 g,0.448 g,0,0.653 g,1.139 g,1.155 g,0.285 g,0.617 g,0.850 g,0.694 g,0.671 g,0.151 g,0.362 g,0.857 g,2.20 g,0.0 g,0,0,0,0,0,0,0,28.50 g,10.600 g,13.340 g,2.600 g,158.00 mg,0,3.10 g,0,0,52.10 g
50,0.259396427,0.105799612,bacon,animal,bacon meatless,bacon meatless,100 g,309.0,30g,0,1465.00 mg,45.0 mg,42.00 mcg,0.00 mcg,7.560 mg,0.113 mg,0.481 mg,4.400 mg,88.00 IU,4.00 mcg,0.00 mcg,53.00 mcg,0.00 mcg,0.00 mcg,0.0,0.00 mcg,0.479 mg,0.0 mg,0.00 IU,6.90 mg,6.90 mg,0.0 mcg,23.00 mg,0.105 mg,2.41 mg,19.00 mg,0.205 mg,70.00 mg,170.00 mg,7.4 mcg,0.42 mg,11.69 g,0.492 g,0.875 g,1.330 g,0.176 g,2.429 g,0.473 g,0.299 g,0,0.559 g,0.914 g,0.727 g,0.146 g,0.611 g,0.643 g,0.626 g,0.453 g,0.161 g,0.400 g,0.593 g,5.31 g,2.6 g,0.00 g,0,0,0,0,0,0,29.52 g,4.622 g,7.095 g,15.441 g,0.00 mg,0.0 g,4.50 g,0.00 mg,0.00 mg,48.98 g
51,0.50237103,0.539858078,ground pork,animal,usda commodity cooked frozen ground bulkcoarse ground beef,usda commodity cooked frozen ground bulkcoarse ground beef,100 g,259.0,16g,89mg,95.00 mg,0,9.00 mcg,0.00 mcg,3.376 mg,0.574 mg,0.120 mg,0.071 mg,41.00 IU,12.00 mcg,0,0.00 mcg,0,0,0.0,3.06 mcg,0.132 mg,0.0 mg,0,0,0,0,9.00 mg,0.140 mg,3.01 mg,24.00 mg,0.016 mg,221.00 mg,333.00 mg,15.9 mcg,6.28 mg,26.06 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 g,0.0 g,0,0,0,0,0,0,0,16.34 g,5.744 g,7.504 g,0.620 g,89.00 mg,0.0 g,0.95 g,0.00 mg,0.00 mg,56.49 g
52,0.50237103,0.293188829,ham,animal,ham minced,ham minced,100 g,263.0,21g,70mg,1245.00 mg,69.4 mg,1.00 mcg,0.00 mcg,4.162 mg,0.180 mg,0.190 mg,0.712 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,0.95 mcg,0.260 mg,0.0 mg,26.00 IU,0.27 mg,0.27 mg,0.0 mcg,10.00 mg,0.080 mg,0.79 mg,16.00 mg,0.031 mg,157.00 mg,311.00 mg,20.0 mcg,1.90 mg,16.28 g,0.948 g,1.023 g,1.500 g,0.190 g,2.338 g,0.883 g,0.604 g,0,0.700 g,1.258 g,1.364 g,0.456 g,0.641 g,0.713 g,0.677 g,0.734 g,0.156 g,0.536 g,0.747 g,1.84 g,0.0 g,0.00 g,0,0,0,0,0,0,20.68 g,7.181 g,9.581 g,2.470 g,70.00 mg,0.0 g,3.85 g,0.00 mg,0.00 mg,57.35 g
53,0.50237103,0.561548502,leg ham,animal,pork roasted cooked separable lean shank half leg ham fresh,pork roasted cooked separable lean shank half leg ham fresh,100 g,175.0,5.8g,93mg,84.00 mg,98.6 mg,0.00 mcg,0.00 mcg,8.082 mg,0.877 mg,0.373 mg,0.440 mg,4.00 IU,1.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,0.50 mcg,0.478 mg,0.0 mg,15.00 IU,0.26 mg,0.26 mg,0.0 mcg,14.00 mg,0.123 mg,0.92 mg,24.00 mg,0.019 mg,261.00 mg,376.00 mg,28.6 mcg,2.67 mg,28.69 g,1.643 g,1.849 g,2.683 g,0.323 g,4.383 g,1.297 g,1.167 g,0.100 g,1.358 g,2.361 g,2.551 g,0.786 g,1.192 g,1.160 g,1.198 g,1.262 g,0.341 g,1.137 g,1.451 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,5.83 g,1.837 g,2.482 g,1.130 g,93.00 mg,0.0 g,1.20 g,0.00 mg,0.00 mg,65.28 g
54,0.50237103,0.538409256,pork chop lean,animal,pork loin lean cookedroasted bonein backribs fresh,pork loin lean cookedroasted bonein backribs fresh,100 g,255.0,18g,84mg,98.00 mg,83.0 mg,0.00 mcg,0.00 mcg,7.883 mg,1.314 mg,0.348 mg,0.479 mg,15.00 IU,4.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,0.75 mcg,0.433 mg,0.0 mg,46.00 IU,0.27 mg,0.27 mg,0.0 mcg,44.00 mg,0.107 mg,0.96 mg,17.00 mg,0.011 mg,171.00 mg,249.00 mg,33.7 mcg,3.24 mg,24.15 g,1.383 g,1.556 g,2.259 g,0.272 g,3.689 g,1.091 g,0.982 g,0.084 g,1.143 g,1.987 g,2.147 g,0.662 g,1.003 g,0.976 g,1.008 g,1.062 g,0.287 g,0.957 g,1.221 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,17.65 g,6.221 g,7.646 g,2.788 g,84.00 mg,0.0 g,1.08 g,0.00 mg,0.00 mg,57.58 g
55,0.487287226,0.298670574,pork foot,animal,pork pickled foot cured,pork pickled foot cured,100 g,140.0,10g,83mg,946.00 mg,44.5 mg,1.00 mcg,0.00 mcg,0.220 mg,0.262 mg,0.015 mg,0.006 mg,37.00 IU,11.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,0.21 mcg,0.007 mg,0.0 mg,16.00 IU,0.21 mg,0.21 mg,0.0 mcg,32.00 mg,0.037 mg,0.31 mg,11.00 mg,0.022 mg,87.00 mg,13.00 mg,15.8 mcg,0.20 mg,11.63 g,0.953 g,0.872 g,0.837 g,0.102 g,1.279 g,2.034 g,0.128 g,0,0.198 g,0.512 g,0.500 g,0.128 g,0.337 g,1.220 g,0.465 g,0.314 g,0.023 g,0.186 g,0.291 g,0.01 g,0.0 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,10.02 g,2.945 g,5.677 g,0.784 g,83.00 mg,0.0 g,3.35 g,0.00 mg,0.00 mg,75.00 g
